Name,Position,Chromosome,First Author,Title,Pubmed link,Year,Journal,Trait,p-value,p-value description,Confidence Interval
rs13017846,40611295,2,Kim JW,A common variant in SLC8A1 is associated with the duration of the electrocardiographic QT interval.,http://www.ncbi.nlm.nih.gov/pubmed/22726844,06/20/2012,Am J Hum Genet,QT interval,8.0e-14,"",[0.038-0.100] unit decrease
rs10490924,124204438,10,Sobrin L,Heritability and Genome-Wide Association Study to Assess Genetic Differences between Advanced Age-related Macular Degeneration Subtypes.,http://www.ncbi.nlm.nih.gov/pubmed/22705344,06/15/2012,Ophthalmology,Age-related macular degeneration (GA),7.0e-47,"",[2.24-2.83] 
rs641153,32022159,6,Sobrin L,Heritability and Genome-Wide Association Study to Assess Genetic Differences between Advanced Age-related Macular Degeneration Subtypes.,http://www.ncbi.nlm.nih.gov/pubmed/22705344,06/15/2012,Ophthalmology,Age-related macular degeneration (GA),2.0e-09,"",[1.69-2.7] 
rs1061170,194925860,1,Sobrin L,Heritability and Genome-Wide Association Study to Assess Genetic Differences between Advanced Age-related Macular Degeneration Subtypes.,http://www.ncbi.nlm.nih.gov/pubmed/22705344,06/15/2012,Ophthalmology,Age-related macular degeneration (GA),5.0e-67,"",[2.5-3.13] 
rs10033900,110878516,4,Sobrin L,Heritability and Genome-Wide Association Study to Assess Genetic Differences between Advanced Age-related Macular Degeneration Subtypes.,http://www.ncbi.nlm.nih.gov/pubmed/22705344,06/15/2012,Ophthalmology,Age-related macular degeneration (CNV),6.0e-09,"",[1.19-1.44] 
rs2230199,6669387,19,Sobrin L,Heritability and Genome-Wide Association Study to Assess Genetic Differences between Advanced Age-related Macular Degeneration Subtypes.,http://www.ncbi.nlm.nih.gov/pubmed/22705344,06/15/2012,Ophthalmology,Age-related macular degeneration (GA),5.0e-13,"",[1.56-2.14] 
rs738409,42656060,22,Kawaguchi T,Genetic polymorphisms of the human PNPLA3 gene are strongly associated with severity of non-alcoholic fatty liver disease in Japanese.,http://www.ncbi.nlm.nih.gov/pubmed/22719876,06/14/2012,PLoS One,Nonalcoholic fatty liver disease,1.0e-10,"",[1.43-1.94] 
rs2545801,176773945,5,Tang W,"Genetic associations for activated partial thromboplastin time and prothrombin time, their gene expression profiles, and risk of coronary artery disease.",http://www.ncbi.nlm.nih.gov/pubmed/22703881,06/14/2012,Am J Hum Genet,Activated partial thromboplastin time,6.0e-88,"",[1.48-1.88] unit decrease
rs1593,187432545,4,Tang W,"Genetic associations for activated partial thromboplastin time and prothrombin time, their gene expression profiles, and risk of coronary artery disease.",http://www.ncbi.nlm.nih.gov/pubmed/22703881,06/14/2012,Am J Hum Genet,Activated partial thromboplastin time,2.0e-18,"",[0.41-0.66] unit decrease
rs6028,167818306,1,Tang W,"Genetic associations for activated partial thromboplastin time and prothrombin time, their gene expression profiles, and risk of coronary artery disease.",http://www.ncbi.nlm.nih.gov/pubmed/22703881,06/14/2012,Am J Hum Genet,Activated partial thromboplastin time,3.0e-09,"",[0.14-0.31] unit increase
rs687621,135126886,9,Tang W,"Genetic associations for activated partial thromboplastin time and prothrombin time, their gene expression profiles, and risk of coronary artery disease.",http://www.ncbi.nlm.nih.gov/pubmed/22703881,06/14/2012,Am J Hum Genet,Activated partial thromboplastin time,9.0e-100,"",[0.73-0.90] unit increase
rs2289252,187207381,4,Tang W,"Genetic associations for activated partial thromboplastin time and prothrombin time, their gene expression profiles, and risk of coronary artery disease.",http://www.ncbi.nlm.nih.gov/pubmed/22703881,06/14/2012,Am J Hum Genet,Activated partial thromboplastin time,6.0e-43,"",[0.40-0.57] unit increase
rs9898,187873321,3,Tang W,"Genetic associations for activated partial thromboplastin time and prothrombin time, their gene expression profiles, and risk of coronary artery disease.",http://www.ncbi.nlm.nih.gov/pubmed/22703881,06/14/2012,Am J Hum Genet,Activated partial thromboplastin time,1.0e-100,"",[0.92-1.08] unit increase
rs710446,187942621,3,Tang W,"Genetic associations for activated partial thromboplastin time and prothrombin time, their gene expression profiles, and risk of coronary artery disease.",http://www.ncbi.nlm.nih.gov/pubmed/22703881,06/14/2012,Am J Hum Genet,Activated partial thromboplastin time,1.0e-100,"",[1.10-1.26] unit decrease
rs561241,112808035,13,Tang W,"Genetic associations for activated partial thromboplastin time and prothrombin time, their gene expression profiles, and risk of coronary artery disease.",http://www.ncbi.nlm.nih.gov/pubmed/22703881,06/14/2012,Am J Hum Genet,Prothrombin time,4.0e-56,"",[0.029-0.041] unit increase
rs541862,32024930,6,Cipriani V,Genome-wide association study of age-related macular degeneration identifies associated variants in the TNXB-FKBPL-NOTCH4 region of chromosome 6p21.3.,http://www.ncbi.nlm.nih.gov/pubmed/22694956,06/13/2012,Hum Mol Genet,Age-related macular degeneration,9.0e-17,"",[1.61-2.17] 
rs2071277,32279661,6,Cipriani V,Genome-wide association study of age-related macular degeneration identifies associated variants in the TNXB-FKBPL-NOTCH4 region of chromosome 6p21.3.,http://www.ncbi.nlm.nih.gov/pubmed/22694956,06/13/2012,Hum Mol Genet,Age-related macular degeneration,2.0e-11,"",[1.20-1.41] 
rs12153855,32182782,6,Cipriani V,Genome-wide association study of age-related macular degeneration identifies associated variants in the TNXB-FKBPL-NOTCH4 region of chromosome 6p21.3.,http://www.ncbi.nlm.nih.gov/pubmed/22694956,06/13/2012,Hum Mol Genet,Age-related macular degeneration,1.0e-09,"",[1.28-1.63] 
rs10490924,124204438,10,Cipriani V,Genome-wide association study of age-related macular degeneration identifies associated variants in the TNXB-FKBPL-NOTCH4 region of chromosome 6p21.3.,http://www.ncbi.nlm.nih.gov/pubmed/22694956,06/13/2012,Hum Mol Genet,Age-related macular degeneration,3.0e-72,"",[2.64-3.40] 
rs10801555,194926884,1,Cipriani V,Genome-wide association study of age-related macular degeneration identifies associated variants in the TNXB-FKBPL-NOTCH4 region of chromosome 6p21.3.,http://www.ncbi.nlm.nih.gov/pubmed/22694956,06/13/2012,Hum Mol Genet,Age-related macular degeneration,2.0e-47,"",[2.08-2.63] 
rs7176508,67806044,15,Slager SL,Common variation at 6p21.31 (BAK1) influences the risk of chronic lymphocytic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/22700719,06/13/2012,Blood,Chronic lymphocytic leukemia,3.0e-11,"",[1.28-1.58] 
rs17483466,111513929,2,Slager SL,Common variation at 6p21.31 (BAK1) influences the risk of chronic lymphocytic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/22700719,06/13/2012,Blood,Chronic lymphocytic leukemia,5.0e-09,"",[1.27-1.61] 
rs872071,356064,6,Slager SL,Common variation at 6p21.31 (BAK1) influences the risk of chronic lymphocytic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/22700719,06/13/2012,Blood,Chronic lymphocytic leukemia,8.0e-14,"",[1.33-1.63] 
rs735665,123361397,11,Slager SL,Common variation at 6p21.31 (BAK1) influences the risk of chronic lymphocytic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/22700719,06/13/2012,Blood,Chronic lymphocytic leukemia,3.0e-12,"",[1.35-1.72] 
rs210142,33654815,6,Slager SL,Common variation at 6p21.31 (BAK1) influences the risk of chronic lymphocytic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/22700719,06/13/2012,Blood,Chronic lymphocytic leukemia,9.0e-16,"",[1.25-1.57] 
rs17693963,27818144,6,Bergen SE,Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.,http://www.ncbi.nlm.nih.gov/pubmed/22688191,06/12/2012,Mol Psychiatry,Schizophrenia,3.0e-11,"",[NR] 
rs11191580,104896201,10,Bergen SE,Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.,http://www.ncbi.nlm.nih.gov/pubmed/22688191,06/12/2012,Mol Psychiatry,Schizophrenia,2.0e-09,"",[NR] 
rs12666575,2004421,7,Bergen SE,Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.,http://www.ncbi.nlm.nih.gov/pubmed/22688191,06/12/2012,Mol Psychiatry,Schizophrenia,2.0e-09,"",[NR] 
rs7640543,30437407,3,Freilinger T,Genome-wide association analysis identifies susceptibility loci for migraine without aura.,http://www.ncbi.nlm.nih.gov/pubmed/22683712,06/10/2012,Nat Genet,Migraine,1.0e-09,"",[1.13-1.26] 
rs10166942,234489832,2,Freilinger T,Genome-wide association analysis identifies susceptibility loci for migraine without aura.,http://www.ncbi.nlm.nih.gov/pubmed/22683712,06/10/2012,Nat Genet,Migraine,1.0e-12,"",[1.19-1.37] 
rs3790455,154722925,1,Freilinger T,Genome-wide association analysis identifies susceptibility loci for migraine without aura.,http://www.ncbi.nlm.nih.gov/pubmed/22683712,06/10/2012,Nat Genet,Migraine,7.0e-11,"",[1.14-1.27] 
rs2282679,72827247,4,Lasky-Su J,Genome-wide association analysis of circulating vitamin D levels in children with asthma.,http://www.ncbi.nlm.nih.gov/pubmed/22673963,06/07/2012,Hum Genet,Vitamin D levels,2.0e-14,"",NR
rs16861990,167401751,1,Heit JA,A genome-wide association study of venous thromboembolism identifies risk variants in chromosomes 1q24.2 and 9q.,http://www.ncbi.nlm.nih.gov/pubmed/22672568,06/05/2012,J Thromb Haemost,Venous thromboembolism,2.0e-12,"",[1.66-2.45] 
rs8176719,135122729,9,Heit JA,A genome-wide association study of venous thromboembolism identifies risk variants in chromosomes 1q24.2 and 9q.,http://www.ncbi.nlm.nih.gov/pubmed/22672568,06/05/2012,J Thromb Haemost,Venous thromboembolism,6.0e-12,"",[1.32-1.64] 
rs6025,167785673,1,Heit JA,A genome-wide association study of venous thromboembolism identifies risk variants in chromosomes 1q24.2 and 9q.,http://www.ncbi.nlm.nih.gov/pubmed/22672568,06/05/2012,J Thromb Haemost,Venous thromboembolism,2.0e-22,"",[2.76-4.60] 
rs495828,135144688,9,Heit JA,A genome-wide association study of venous thromboembolism identifies risk variants in chromosomes 1q24.2 and 9q.,http://www.ncbi.nlm.nih.gov/pubmed/22672568,06/05/2012,J Thromb Haemost,Venous thromboembolism,3.0e-16,"",[1.46-1.86] 
rs727428,7478517,17,Prescott J,"Genome-wide association study of circulating estradiol, testosterone, and sex hormone-binding globulin in postmenopausal women.",http://www.ncbi.nlm.nih.gov/pubmed/22675492,06/04/2012,PLoS One,Sex hormone-binding globulin levels,2.0e-16,"",[NR] unit decrease
rs10502861,41054146,18,Li R,Six novel susceptibility Loci for early-onset androgenetic alopecia and their unexpected association with common diseases.,http://www.ncbi.nlm.nih.gov/pubmed/22693459,05/31/2012,PLoS Genet,Male-pattern baldness,3.0e-09,"",[1.18-1.39] 
rs6945541,68249896,7,Li R,Six novel susceptibility Loci for early-onset androgenetic alopecia and their unexpected association with common diseases.,http://www.ncbi.nlm.nih.gov/pubmed/22693459,05/31/2012,PLoS Genet,Male-pattern baldness,2.0e-09,"",[1.18-1.38] 
rs12565727,10955669,1,Li R,Six novel susceptibility Loci for early-onset androgenetic alopecia and their unexpected association with common diseases.,http://www.ncbi.nlm.nih.gov/pubmed/22693459,05/31/2012,PLoS Genet,Male-pattern baldness,9.0e-11,"",[1.22-1.45] 
rs2073963,18844399,7,Li R,Six novel susceptibility Loci for early-onset androgenetic alopecia and their unexpected association with common diseases.,http://www.ncbi.nlm.nih.gov/pubmed/22693459,05/31/2012,PLoS Genet,Male-pattern baldness,1.0e-12,"",[1.20-1.38] 
rs9287638,239359379,2,Li R,Six novel susceptibility Loci for early-onset androgenetic alopecia and their unexpected association with common diseases.,http://www.ncbi.nlm.nih.gov/pubmed/22693459,05/31/2012,PLoS Genet,Male-pattern baldness,1.0e-12,"",[1.21-1.41] 
rs6047844,21985575,20,Li R,Six novel susceptibility Loci for early-onset androgenetic alopecia and their unexpected association with common diseases.,http://www.ncbi.nlm.nih.gov/pubmed/22693459,05/31/2012,PLoS Genet,Male-pattern baldness,2.0e-39,"",[1.49-1.72] 
rs2497938,66479743,X,Li R,Six novel susceptibility Loci for early-onset androgenetic alopecia and their unexpected association with common diseases.,http://www.ncbi.nlm.nih.gov/pubmed/22693459,05/31/2012,PLoS Genet,Male-pattern baldness,2.0e-91,"",[2.04-2.37] 
rs9939609,52378028,16,Perry JR,Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.,http://www.ncbi.nlm.nih.gov/pubmed/22693455,05/31/2012,PLoS Genet,Type 2 diabetes,1.0e-20,(Obese),[1.19-1.30] 
rs4402960,186994381,3,Perry JR,Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.,http://www.ncbi.nlm.nih.gov/pubmed/22693455,05/31/2012,PLoS Genet,Type 2 diabetes,3.0e-09,(Obese),[1.10-1.21] 
rs7903146,114748339,10,Perry JR,Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.,http://www.ncbi.nlm.nih.gov/pubmed/22693455,05/31/2012,PLoS Genet,Type 2 diabetes,4.0e-21,(Obese),[1.20 - 1.32] 
rs5015480,94455539,10,Perry JR,Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.,http://www.ncbi.nlm.nih.gov/pubmed/22693455,05/31/2012,PLoS Genet,Type 2 diabetes,2.0e-09,(Obese),[1.11-1.23] 
rs5934683,9711474,X,Dunlop MG,"Common variation near CDKN1A, POLD3 and SHROOM2 influences colorectal cancer risk.",http://www.ncbi.nlm.nih.gov/pubmed/22634755,05/27/2012,Nat Genet,Colorectal cancer,7.0e-10,"",[1.04-1.10] 
rs3824999,74023198,11,Dunlop MG,"Common variation near CDKN1A, POLD3 and SHROOM2 influences colorectal cancer risk.",http://www.ncbi.nlm.nih.gov/pubmed/22634755,05/27/2012,Nat Genet,Colorectal cancer,4.0e-10,"",[1.05-1.10] 
rs1321311,36730878,6,Dunlop MG,"Common variation near CDKN1A, POLD3 and SHROOM2 influences colorectal cancer risk.",http://www.ncbi.nlm.nih.gov/pubmed/22634755,05/27/2012,Nat Genet,Colorectal cancer,1.0e-10,"",[1.07-1.13] 
rs4078978,68213401,2,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),2.0e-18,(AA),NR
rs13181561,138831089,5,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),3.0e-14,(EA),NR
rs2048161,146853165,4,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),6.0e-12,(AA),NR
rs6573333,60378090,14,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),3.0e-10,(EA),NR
rs11171846,55114323,12,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),6.0e-10,(AA),NR
rs2272205,227624168,2,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),3.0e-09,(AA),NR
rs9408928,122991738,9,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),4.0e-09,(AA),NR
rs6576443,23445751,15,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),6.0e-09,(EA),NR
rs381365,145556600,X,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),2.0e-12,(AA),NR
rs17252936,149385953,X,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),6.0e-10,(AA),NR
rs12044963,112193883,1,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),9.0e-10,(AA),NR
rs6778194,154667346,3,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),2.0e-09,(AA),NR
rs1540283,22057972,X,Kennedy RB,Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.,http://www.ncbi.nlm.nih.gov/pubmed/22610502,05/19/2012,Hum Genet,Immune reponse to smallpox (secreted IFN-alpha),9.0e-09,(AA),NR
